"domain","title","category"
"university","TIA - Trung tâm Anh ngữ luyện thi SAT & IELTS Hải Phòng","Trung tâm giáo dục"
"university","IELTS Fighter - Ms Hoa Junior Lạch Tray, Hải Phòng","Trường ngoại ngữ"
"university","Trường THCS Hợp Thành","Trường THCS"
"university","Trung tâm Anh Ngữ HuyenIELTS","Trường dạy tiếng Anh"
"university","Trung Tâm Apollo English Hai Bà Trưng","Trường ngoại ngữ"
"university","Trường THCS Tràng Cát","Trường THCS"
"university","Trường Trung Học Cơ Sở Hiền Giang","Trường THCS"
"university","CAO ĐẲNG CÔNG THƯƠNG QUỐC TẾ","Tổ chức giáo dục"
"university","Trường Trung cấp Quang Trung","Trường cao đẳng cộng đồng"
"university","Trường THCS Đông Kết","Trường THCS"
"university","Trường THCS Nguyễn Thiện Thuật","Trường THCS"
"university","Trường trung học cơ sở Mễ Sở","Trường THCS"
"university","Trung tâm Giáo dục Kỹ thuật Tổng hợp số 2","Trường cao đẳng cộng đồng"
"university","THCS An Vĩ","Trường THCS"
"university","Trung Tâm Anh Ngữ Hành Tinh","Trường dạy tiếng Anh"
"university","Trường THCS Phú Minh","Trường THCS"
"university","Trường THCS Duyên Thái","Trường THCS"
"university","Trường Trung Học Cơ Sở Khai Thái","Trường cấp ba"
"university","Berkeley City College","Trường cao đẳng cộng đồng"
"university","Mesa Community College","Trường cao đẳng cộng đồng"
"university","Trường THCS Văn Đức","Trường THCS"
"university","San Diego City College","Trường đại học"
"university","Trường Tiểu Học Vĩnh Xá","Trường liên cấp tiểu học và trung học"
"university","Paradise Valley Community College","Trường cao đẳng cộng đồng"
"university","Phoenix College","Trường cao đẳng cộng đồng"
"university","Đại học Cần Thơ","Đại học công lập"
"university","Đại Học Y Dược Cần Thơ","Trường đại học"
"university","Trường cao đẳng Đại Việt thành phố Cần Thơ","Trường đại học"
"university","Trường Đại học Kỹ thuật - Công nghệ Cần Thơ","Trường đại học"
"university","Trường Đại học Cảnh sát nhân dân (Cơ sở 3)","Trường đại học"
"university","Trường Đại học Kiến Trúc Thành phố Hồ Chí Minh - Trung tâm Đào tạo TP.Cần Thơ","Trường đại học"
"university","Trường Cao đẳng Y tế Cần Thơ","Trường đại học"
"university","Trường Trung cấp Miền Tây","Trường đại học"
"university","Trường Kinh Tế - Trường Đại học Cần Thơ","Trường đại học"
"university","Cổng Chào Trường Đại Học Nam Cần Thơ","Trường đại học"
"university","Luyện thi đại học Đạt Lắm","Trung tâm giáo dục"
"university","Trường Đại học Nam Cần Thơ","Trường đại học"
"university","Khu E Đại học Nam Cần Thơ","Trường đại học"
"university","Cần Thơ","Trường cao đẳng nghề"
"university","Trường Đại Học Tây Đô","Trường đại học"
"university","Cổng Cửa Tiểu - Cửa Đại","Trường đại học"
"university","Trường Cao đẳng Kinh tế - Kỹ thuật Cần Thơ","Trường cao đẳng nghề"
"university","Trường Cao đẳng Nghề Cần Thơ","Trường cao đẳng nghề"
"university","Khoa Sư Phạm Trường Đại Học Cần Thơ","Tổ chức giáo dục"
"university","Trường Thủy sản - Trường Đại học Cần Thơ","Khoa học thuật"
"university","Cổng Hàm Luông","Trường đại học"
"university","Trường Cao đẳng Văn hóa Nghệ thuật Cần Thơ","Trường đại học"
"university","Ký túc xá Đại học FPT Cần Thơ","Trường đại học"
"university","Khoa Y","Khoa học thuật"
"university","Trường Nông nghiệp - Trường Đại Học Cần Thơ","Khoa học thuật"
"university","Khoa Kỹ thuật Thủy lợi, Trường Bách khoa, Đại học Cần Thơ","Trường bách khoa"
"university","Trường Cao đẳng kinh tế kĩ thuật bách khoa","Trường đại học"
"university","FPT University","Trường đại học"
"university","Khoa Y tế công cộng","Khoa học thuật"
"university","Cổng Định An","Trường đại học"
"university","Học Tiếng Anh Thật Dễ","Trường đại học"
"university","Trung tâm Ngoại ngữ Trường Đại học Cần Thơ","Trường ngoại ngữ"
"university","Cơ Sở Luyện Thi Đại Học Hà Phương","Trung tâm luyện thi"
"university","Trại thực nghiệm Nông Nghiệp Đại học Cần Thơ","Trường đại học"
"university","Trường Đại học Xây dựng miền Tây - Cơ sở Cần Thơ","Tổ chức giáo dục"
"university","Dạy đàn Cần Thơ","Nhạc viện"
"university","Trường Công Nghệ Thông Tin và Truyền Thông (CTU)","Khoa học thuật"
"university","Khoa Điều Dưỡng","Trường đại học"
"university","Trung tâm Ngoại ngữ - Trường Đại học Cần Thơ","Trung tâm giáo dục"
"university","Khu phức hợp Phòng thí nghiệm - ĐHCT","Khoa học thuật"
"university","Khoa Sau đại học","Khoa học thuật"
"university","Trường Cao Đẳng Kinh tế Đối ngoại (Cơ sở Cần Thơ)","Trường đại học"
"university","VPĐ Trường Nông Nghiệp, Đại học Cần Thơ","Trường đại học"
"university","Trường Quốc tế Hoà Bình","Trường quốc tế"
"university","Trường THPT Thực Hành Sư Phạm","Trường trung học phổ thông"
"university","Nhà Học B1","Tổ chức giáo dục"
"university","Pong ơi Music","Trường nghệ thuật"
"university","Trường THCS Long Hoà","Trường THCS"
"university","Phòng Đào tạo - Trường Đại học Cần Thơ","Trường đại học"
"university","Khoa Dự bị Dân tộc","Khoa học thuật"
"university","Trường THCS Trúc Lâu","Trường THCS"
"university","Trường THCS Bình Thủy","Trường THCS"
"university","Toà nhà công nghệ cao","Trường đại học"
"university","Cơ Sở Luyện Thi Đại Học Hồng Phúc","Tổ chức giáo dục"
"university","Khu A, B - Đại học Nam Cần Thơ","Trường đại học"
"university","Thầy Châu Toán Lý","Trung tâm giáo dục"
"university","Trung tâm Ngoại ngữ Trường Đại học Cần Thơ","Trung tâm giáo dục"
"university","TRƯỜNG TH, THCS VÀ THPT QUỐC VĂN CẦN THƠ","Trường liên cấp tiểu học và trung học"
"university","Trung tâm Học liệu","Trung tâm giáo dục"
"university","Nhà Học D1","Khoa học thuật"
"university","Trung Tâm Đào Tạo Nghiên Cứu Và Tư Vấn Kinh Tế","Trường đại học"
"university","Khoa Kỹ thuật Y học","Trường đại học"
"university","Trường Tiểu Học Long Hòa 2","Trường tiểu học"
"university","Trường THCS An Khánh","Trường THCS"
"university","Khoa Khoa học Tự nhiên","Khoa học thuật"
"university","Viện Nghiên cứu Biến đổi Khí hậu - Đại học Cần Thơ","Viện nghiên cứu"
"university","Nhà Hiệu bộ","Trường đại học"
"university","Trường tiểu học Long Hoà 1","Trường tiểu học"
"university","Trường THCS An Thới","Trường THCS"
"university","Khoa Khoa học Xã hội & Nhân văn","Khoa học thuật"
"university","Trường THPT Bình Thủy","Trường trung học phổ thông"
"university","Trường Trung Cấp Hồng Hà TP.Cần Thơ","Trường dạy nghề"
"university","Thường thạch","Trường đại học"
"university","Ký túc xá ĐHYDCT","Trường đại học"
"university","KTX B8 ĐH Cần Thơ","Trường đại học"
"university","Greenwich Việt Nam - Cơ sở Cần Thơ","Trường đại học"
"university","Khoa Môi trường và Tài nguyên thiên nhiên","Trường đại học"
"university","Không gian sáng chế (MIS-CTU)","Trường đại học"
"university","PTN Động lực học và điều khiển - ĐHCT","Trường đại học"
"university","Bộ môn Khoa học Môi trường - Khoa MT & TNTN","Trường đại học"
"university","Trường Tiểu học Võ Trường Toản","Trường tiểu học"
"university","Tiếng Anh Dễ Mà","Trường dạy tiếng Anh"
"university","Nhà học KH","Trường đại học"
"university","Department of Automation Technology, College of Engineering Technology","Trường đại học"
"university","Trường Cao Đẳng Sư Phạm Cần Thơ","Trường đại học"
"university","Dãy phòng thực hành Hoá học KH3 KHTN","Trường đại học"
"university","PTN Công trình thuỷ - Trường Bách Khoa","Trường đại học"
"university","KTX A, Toà B1","Trường đại học"
"university","Trường Trung Cấp Y Dược Mekong","Trường đại học"
"university","Nhà Cô Hoà Dạy Ngữ Văn","Trường THCS"
"university","Cao đẳng Việt Mỹ Cần Thơ","Trường cao đẳng/đại học tư thục"
"university","Trường Tiểu Học Long Tuyền 2","Trường tiểu học"
"university","Tòa Gamma ĐH FPT Cần Thơ","Trường đại học"
"university","Trường Cao đẳng Du lịch Cần Thơ","Trường dạy nghề"
"university","TRƯỜNG TRUNG CẤP QUỐC TẾ MEKONG","Trường dạy nghề"
"university","Trường Cao Đẳng Đại Việt Sài Gòn cơ sở Cần Thơ liên kết","Tổ chức giáo dục"
"university","Trung Tâm Liên Kết Đào Tạo - Tuyển Sinh, Trường Cao Đẳng Cần Thơ","Trường dạy nghề"
"university","Trung Tâm Tin Học Cần Thơ","Trung tâm giáo dục"
"university","Ctech","Trung tâm giáo dục"
"university","Trường Cao đẳng Kỹ thuật – Công nghệ Bách Khoa (CTECH)","Trường cao đẳng nghề"
"university","Trường Cao Đẳng Tây Đô","Trường cao đẳng nghề"
"university","Giảng đường 1, Trường Cao đẳng Cần Thơ","Trường đại học"
"university","Trường Cao đẳng Công nghệ Y - Dược Việt Nam","Trường cao đẳng nghề"
"university","Trường Cao Đẳng Phạm Ngọc Thạch Cần Thơ","Trường đại học"
"university","Trường Cao Đẳng Cơ Điện Và Nông Nghiệp Nam Bộ","Trường cao đẳng cộng đồng"
"university","Trường Cao Đẳng Công Nghệ - Ngoại Thương","Trường cao đẳng/đại học chính phủ"
"university","Giảng đường 2, trường Cao đẳng Cần Thơ","Tổ chức giáo dục"
"university","Phòng Quản lý đào tạo - Trường Cao Đẳng Cần Thơ","Trường kỹ thuật"
"university","Cao Đẳng Anh Quốc BTEC FPT","Trường cao đẳng nghề"
"university","Trung Tâm Ngoại Ngữ - Tin Học, Trường Cao Đẳng Cần Thơ","Trường ngoại ngữ"
"university","Nhà học A4, Trường Cao Đẳng Cần Thơ","Trường đại học"
"university","Trường THPT An Khánh","Trường cấp ba"
"university","Văn phòng đoàn thanh niên Trường Cao đẳng Cần Thơ","Trường đại học"
"university","Trường Cao Đẳng Cộng Đồng Hậu Giang","Trường cao đẳng cộng đồng"
"university","Trường Trung Học Cao Đẳng FPT","Trường học tư nhân"
"university","Trường Cao đẳng nghề Vĩnh Long","Trường cao đẳng nghề"
"university","Trường Đại Học Võ Trường Toản","Trường cao đẳng/đại học tư thục"
"university","Trường Cao Đẳng Kinh Tế - Kỹ Thuật Cơ Sở 2","Trường dạy nghề"
"university","Văn phòng Hải Phong","Trung tâm giáo dục"
"university","Trường Cao đẳng Long An - Cơ sở Cần Giuộc","Trường cao đẳng cộng đồng"
"university","Trường Cao đẳng Công nghệ Thủ Đức","Trường cao đẳng cộng đồng"
"university","Trường Cao Đẳng Quốc Tế Sài Gòn","Trường cao đẳng/đại học tư thục"
"university","Trường Cao Đẳng Nghề Long An Quốc Lộ 1, Phường 5","Trường đại học"
"university","Trường Cao Đẳng Công Nghệ Sài Gòn","Tổ chức giáo dục"
"university","Trường Cao đẳng Kỹ thuật Cao Thắng","Trường cao đẳng nghề"
"university","Trường Cao đẳng Quốc Tế TP.HCM","Trường đại học"
"university","Toà A2 FPT","Trường cao đẳng cộng đồng"
"university","Trường Cao đẳng Công nghệ TP.HCM","Trường cao đẳng cộng đồng"
"university","Trường Cao đẳng Long An","Trường cao đẳng cộng đồng"
"university","Trường Cao Đẳng Long An Cơ Sở Đức Hòa","Trường đại học"
"university","Trường Cao đẳng Kinh tế Kỹ thuật Thủ Đức","Trường cao đẳng cộng đồng"
"university","Trường Cao đẳng Long An - Cơ sở Bến Lức","Trường cao đẳng nghề"
"university","Học Viện Hani","Trung tâm giáo dục"
"university","Trung tâm Toán tư duy - Ngoại ngữ Vinabacus Cần Thơ","Trung tâm học hành"
"university","Nhật Ngữ FIC Asahi - Cần Thơ","Trường ngoại ngữ"
"university","Tiếng Hoa Cần Thơ","Trung tâm giáo dục"
"university","Trung Tâm Thành Công","Tổ chức giáo dục"
"university","Toán trí tuệ GeniusKid (Vietmy Education) & GO Global Education","Trung tâm giáo dục"
"university","TRUNG TÂM ANH NGỮ IELTS VIỆT","Trung tâm giáo dục"
"university","Học Viện Chính Trị Khu Vực IV","Tổ chức giáo dục"
"university","Tiếng Nhật Cần Thơ - Nhật Ngữ Minh Lan","Trường ngoại ngữ"
"university","IELTS MS CHAU ( Anh Ngữ IMC)","Trường dạy tiếng Anh"
"university","TRUNG TÂM HOA NGỮ ĐẠI THÀNH - CẦN THƠ","Trường ngoại ngữ"
"university","Trung Tâm Anh Ngữ Việt Mỹ VATC Cần Thơ","Tổ chức giáo dục"
"university","Trung tâm Ngoại Ngữ Uyên Bác","Trung tâm giáo dục"
"university","Trung tâm Anh Ngữ Gia Việt - Trụ sở chính","Tổ chức giáo dục"
"university","Học Viện Hành Chính - Chính Trị","Trường sau đại học"
"university","Trường học công nghệ MindX Cần Thơ - MindX Technology School","Tổ chức giáo dục"
"university","Nhật ngữ Minh Tú Cần Thơ","Trường ngoại ngữ"
"university","Trung tâm dạy nghề Màu Hoa Đỏ","Trung tâm đào tạo"
"university","Viện Nghiên Cứu Và Phát Triển Công Nghệ Sinh Học","Viện nghiên cứu"
"university","Gia sư tiếng Hàn Cần Thơ","Trường ngoại ngữ"
"university","Trung tâm Ngoại ngữ Quốc tế DEC","Trung tâm giáo dục"
"university","Trung Tâm Ngoại Ngữ New Windows","Trường ngoại ngữ"
